,Unnamed: 0,BP_date,address,apn,best_date,best_stat,comp_date,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified,project_time_years,geometry,index_right,nhood,zone_class
2238,22334,2015-06-04,2077 BANCROFT AV,5426030,2015-10-23,CONSTRUCTION,01/01/2016,2015-07-13,201405166001.0,2014-05-16,2014-05-16,2014-05-16,2015-10-23,CONSTRUCTION,"('2014-05-16', '2014-05-16', '2014-05-16', '2015-06-04', '2015-07-13', '2015-10-23', '2015-10-23')",595.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,1.0,1.0,-122.40191624799999,37.7304652069,RH-1,RH-1,1.63013698630137,POINT (-122.401916248 37.7304652069),0,Bayview Hunters Point,Conventional Residential
2268,13067,2012-10-19,1786 MCKINNON AV,5297023,2013-03-11,CONSTRUCTION,10/01/2013,2013-03-11,201201061838,2012-01-06,2012-01-06,2012-01-06 00:00:00,2013-03-11,CONSTRUCTION,"('2012-01-06', '2012-01-06', '2012-10-19', '2012-10-19', '2013-03-11', '2013-03-11', '2013-03-11')",634.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,1.0,1.0,-122.392509,37.738023,RH-2,RH-2,1.736986301369863,POINT (-122.392509 37.738023),0,Bayview Hunters Point,Conventional Residential
2365,25729,,2700 ARELIOUS WALKER DR,4884027,2016-09-27,CONSTRUCTION,10/01/2016,2016-03-31,201401166475,2014-01-16,2016-03-31,2014-01-16,2016-09-27,CONSTRUCTION,"('2016-03-31', '2016-06-28', '2016-09-27')",989.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2016,Under Construction,91.0,91.0,-122.38586709,37.7182830953,RM-1,RM-1,2.7095890410958905,POINT (-122.38586709 37.7182830953),0,Bayview Hunters Point,Industrial
2371,10704,,1719 PALOU AV,5328053,2012-06-19,CONSTRUCTION,01/01/2013,2012-06-19,201111158896,2011-11-15,2011-11-15,2011-11-15 00:00:00,2012-06-19,CONSTRUCTION,"('2011-11-15', '2011-11-15', '2012-06-19', '2012-06-19', '2012-06-19')",413.0,"('BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2012,Under Construction,1.0,1.0,-122.393364,37.735068,RH-2,RH-2,1.1315068493150684,POINT (-122.393364 37.735068),0,Bayview Hunters Point,Conventional Residential
2403,21542,2012-11-26,200 COLEMAN ST,4591C098,2016-01-07,CONSTRUCTION,01/01/2016,2014-06-23,200912223674.0,2009-12-22,2012-11-26,2009-12-22,2016-01-07,CONSTRUCTION,"('2012-11-26', '2012-11-26', '2012-11-26', '2014-06-23', '2014-09-23', '2015-03-19', '2015-06-08', '2015-07-08', '2015-08-25', '2016-01-07')",2201.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,12.0,12.0,-122.36890925200001,37.7276478876,RM-1,RM-1,6.03013698630137,POINT (-122.368909252 37.7276478876),0,Bayview Hunters Point,Industrial
2745,19024,,101 DONAHUE ST,4591C042,2015-07-23,CONSTRUCTION,07/01/2015,2013-08-22,200907223197.0,2009-07-22,2013-08-22,2009-07-22,2015-07-23,CONSTRUCTION,"('2013-08-22', '2013-12-31', '2014-03-18', '2014-06-30', '2014-09-30', '2015-03-31', '2015-06-08', '2015-07-23')",2170.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2015,Under Construction,63.0,63.0,-122.36963923100001,37.729001486,RM-1,RM-1,5.945205479452055,POINT (-122.369639231 37.729001486),0,Bayview Hunters Point,Industrial
2826,27325,2009-12-29,3595 KEITH ST,5476014,2016-01-20,CONSTRUCTION,01/01/2017,2015-06-05,200611308862,2006-06-22,2006-11-30,2006-06-22,2016-01-20,CONSTRUCTION,"('2006-11-30', '2009-12-29', '2009-12-29', '2009-12-29', '2009-12-29', '2009-12-29', '2009-12-29', '2009-12-29', '2009-12-29', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2011-12-21', '2014-04-08', '2014-04-08', '2014-04-08', '2015-06-05', '2015-06-05', '2015-06-05', '2016-01-11', '2016-01-20', '2016-01-20', '2016-01-20', '2016-01-20')",3846.0,"('BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,1.0,1.0,-122.398340088,37.7182552944,RM-1,RM-1,10.536986301369863,POINT (-122.398340088 37.7182552944),0,Bayview Hunters Point,Industrial
2837,20564,2010-05-19,1665 PALOU AV,5327038,2014-12-11,CONSTRUCTION,10/01/2015,2014-02-19,200507137493.0,2005-07-13,2005-07-13,2005-07-13,2014-12-11,CONSTRUCTION,"('2005-07-13', '2005-07-13', '2005-07-13', '2010-05-19', '2010-05-19', '2010-05-19', '2011-03-29', '2011-03-29', '2011-03-29', '2011-03-29', '2011-03-29', '2011-03-29', '2011-03-29', '2011-03-29', '2011-03-29', '2011-03-29', '2011-03-29', '2011-03-29', '2014-02-19', '2014-05-19', '2014-09-11', '2014-12-11', '2014-12-11', '2014-12-11', '2014-12-11')",3732.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2015,Under Construction,2.0,2.0,-122.392339544,37.734486902600004,RH-2,RH-2,10.224657534246575,POINT (-122.392339544 37.7344869026),0,Bayview Hunters Point,Conventional Residential
2848,24203,,1788 SILVER AV,5396001D,2016-05-31,CONSTRUCTION,07/01/2016,2016-05-31,201508275396.0,2015-08-27,2015-08-27,2015-08-27,2016-05-31,CONSTRUCTION,"('2015-08-27', '2015-08-27', '2015-08-27', '2016-05-31')",309.0,"('BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION')",2,2016,Under Construction,1.0,1.0,-122.402861056,37.7338047546,RH-1,RH-1,0.8465753424657534,POINT (-122.402861056 37.7338047546),0,Bayview Hunters Point,Conventional Residential
2883,20328,2013-05-17,421 HUDSON AV,4591C068,2015-10-22,CONSTRUCTION,10/01/2015,2014-03-28,201202295146.0,2012-02-29,2013-05-17,2012-02-29,2015-10-22,CONSTRUCTION,"('2013-05-17', '2013-05-17', '2014-03-28', '2014-05-19', '2014-09-11', '2015-01-14', '2015-05-20', '2015-07-28', '2015-10-22')",1310.0,"('BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2015,Under Construction,9.0,9.0,-122.368425864,37.728496005,RM-1,RM-1,3.589041095890411,POINT (-122.368425864 37.728496005),0,Bayview Hunters Point,Industrial
2947,25203,,2082 BANCROFT AV,5403035,2015-11-05,CONSTRUCTION,10/01/2016,2015-10-29,201506249835,2015-06-24,2015-06-24,2015-06-24,2015-11-05,CONSTRUCTION,"('2015-06-24', '2015-10-29', '2015-11-05', '2015-11-05', '2015-11-05', '2015-11-05')",465.0,"('BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2016,Under Construction,1.0,1.0,-122.401626256,37.7309081435,RH-1,RH-1,1.273972602739726,POINT (-122.401626256 37.7309081435),0,Bayview Hunters Point,Conventional Residential
3029,21563,2013-05-17,470 INNES AV,4591C046,2015-10-19,CONSTRUCTION,01/01/2016,2014-07-01,201202295145.0,2012-02-29,2013-05-17,2012-02-29,2015-10-19,CONSTRUCTION,"('2013-05-17', '2013-05-17', '2013-05-17', '2014-07-01', '2014-08-25', '2015-01-28', '2015-01-28', '2015-07-30', '2015-10-19', '2015-10-19')",1402.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,9.0,9.0,-122.369113396,37.7285186001,RM-1,RM-1,3.841095890410959,POINT (-122.369113396 37.7285186001),0,Bayview Hunters Point,Industrial
3096,21474,2013-04-16,401 INNES AV,4591C095,2015-12-11,CONSTRUCTION,01/01/2016,2014-06-23,200912223671.0,2009-12-22,2013-04-16,2009-12-22,2015-12-11,CONSTRUCTION,"('2013-04-16', '2013-04-16', '2013-04-16', '2014-06-23', '2014-09-22', '2015-03-13', '2015-05-29', '2015-07-30', '2015-09-29', '2015-12-11')",2201.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,35.0,35.0,-122.369442149,37.728134725,RM-1,RM-1,6.03013698630137,POINT (-122.369442149 37.728134725),0,Bayview Hunters Point,Industrial
3223,22075,2015-01-12,1752 QUESADA AV,5327019,2016-01-07,CONSTRUCTION,01/01/2016,2015-06-04,201411121245.0,2014-11-12,2015-01-12,2014-11-12,2016-01-07,CONSTRUCTION,"('2015-01-12', '2015-06-04', '2015-06-04', '2015-06-04', '2016-01-07')",415.0,"('BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,1.0,1.0,-122.392280646,37.7341161546,RH-2,RH-2,1.1369863013698631,POINT (-122.392280646 37.7341161546),0,Bayview Hunters Point,Conventional Residential
2153,10245,2012-05-31,407 PRECITA AV,5504001I,2012-09-07,CONSTRUCTION,10/01/2012,2012-09-07,201108303516,2011-01-06,2011-08-30,2011-01-06,2012-09-07,CONSTRUCTION,"('2011-08-30', '2011-08-30', '2011-08-30', '2012-05-31', '2012-09-07')",634.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION')",3,2012,Under Construction,1.0,1.0,-122.411053,37.747521,RH-2,RH-2,1.736986301369863,POINT (-122.411053 37.747521),1,Bernal Heights,Conventional Residential
84,587,,3019 CESAR CHAVEZ ST,5505021,2009-02-23,CONSTRUCTION,10/01/2009,2009-02-23,200609263327,2006-09-26,2009-02-23,2006-09-26,2009-02-23,CONSTRUCTION,"('2009-02-23',)",1101.0,"('CONSTRUCTION',)",3,2009,Under Construction,1.0,1.0,-122.410004,37.748207,RH-2,RH-2,3.0164383561643837,POINT (-122.410004 37.748207),1,Bernal Heights,Conventional Residential
999,4496,2009-06-30,27 CARVER ST,5632016,2010-08-31,CONSTRUCTION,01/01/2011,2009-12-14,200807106432,2007-07-19,2009-06-30,2007-07-19,2010-08-31,CONSTRUCTION,"('2009-06-30', '2009-12-14', '2010-02-08', '2010-05-07', '2010-08-31', '2010-08-31')",1262.0,"('BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2010,Under Construction,1.0,1.0,-122.409933,37.74287800000001,RH-1,RH-1,3.4575342465753423,POINT (-122.409933 37.74287800000001),1,Bernal Heights,Conventional Residential
772,25515,2014-09-04,193 BREWSTER ST,5577010,2016-06-24,CONSTRUCTION,10/01/2016,2015-07-13,200609253192,2006-09-25,2006-09-25,2006-09-25,2016-06-24,CONSTRUCTION,"('2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2014-09-04', '2014-09-04', '2014-09-04', '2015-07-13', '2015-08-14', '2015-12-18', '2016-01-22', '2016-06-24', '2016-06-24')",3659.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2016,Under Construction,1.0,1.0,-122.40720319200001,37.743536906799996,RH-1,RH-1,10.024657534246575,POINT (-122.407203192 37.7435369068),1,Bernal Heights,Conventional Residential
1846,25463,2014-09-04,191 BREWSTER ST,5577011,2016-06-24,CONSTRUCTION,10/01/2016,2015-06-18,200609253193,2006-09-25,2006-09-25,2006-09-25,2016-06-24,CONSTRUCTION,"('2006-09-25', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2009-10-28', '2014-09-04', '2014-09-04', '2014-09-04', '2015-06-18', '2015-09-04', '2015-12-18', '2016-02-08', '2016-06-24', '2016-06-24')",3659.0,"('BP FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2016,Under Construction,1.0,1.0,-122.407175155,37.7436075782,RH-1,RH-1,10.024657534246575,POINT (-122.407175155 37.7436075782),1,Bernal Heights,Conventional Residential
234,15553,2013-08-21,62 PERALTA AV,5512031,2014-03-21,CONSTRUCTION,07/01/2014,2013-10-21,200912314050,2009-12-31,2009-12-31,2009-12-31,2014-03-21,CONSTRUCTION,"('2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2013-08-21', '2013-10-21', '2014-03-21', '2014-03-21')",1643.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2014,Under Construction,2.0,2.0,-122.4064492,37.747779,RH-2,RH-2,4.501369863013698,POINT (-122.4064492 37.747779),1,Bernal Heights,Conventional Residential
431,3861,2009-09-10,347 MULLEN AV,5534038,2010-09-17,CONSTRUCTION,10/01/2010,2010-04-16,200809091088,2008-09-09,2009-09-10,2008-09-09,2010-09-17,CONSTRUCTION,"('2009-09-10', '2009-09-10', '2010-04-16', '2010-06-02', '2010-09-17')",752.0,"('BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2010,Under Construction,1.0,1.0,-122.405771,37.746149,RH-1,RH-1,2.0602739726027397,POINT (-122.405771 37.746149),1,Bernal Heights,Conventional Residential
2299,21785,,3119 HARRISON ST,5504001H,2011-05-03,CONSTRUCTION,01/01/2016,2009-05-14,200701121612.0,2007-01-12,2009-05-14,2007-01-12,2011-05-03,CONSTRUCTION,"('2009-05-14', '2009-05-14', '2010-03-25', '2010-04-28', '2010-04-28', '2010-04-28', '2010-04-28', '2011-05-03', '2011-05-03', '2011-05-03', '2011-05-03', '2011-05-03', '2011-05-03', '2011-05-03', '2011-05-03', '2011-05-03', '2011-05-03', '2011-05-03', '2011-05-03', '2011-05-03', '2011-05-03', '2011-05-03', '2011-05-03', '2011-05-03', '2011-05-03', '2011-05-03')",3276.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,2.0,2.0,-122.411127487,37.7478369456,RH-2,RH-2,8.975342465753425,POINT (-122.411127487 37.7478369456),1,Bernal Heights,Conventional Residential
2473,1740,,78 PERALTA AV,5513011A,2009-06-25,CONSTRUCTION,01/01/2010,2009-06-25,200806104015,2008-06-10,2009-06-25,2008-06-10,2009-06-25,CONSTRUCTION,"('2009-06-25', '2009-06-25')",570.0,"('CONSTRUCTION', 'CONSTRUCTION')",4,2009,Under Construction,1.0,1.0,-122.406704,37.747707,RH-2,RH-2,1.5616438356164384,POINT (-122.406704 37.747707),1,Bernal Heights,Conventional Residential
2766,16502,2014-02-05,639 PERALTA AV,5634014,2014-07-17,CONSTRUCTION,10/01/2014,2014-06-25,201202174464.0,2012-02-17,2012-02-17,2012-02-17 00:00:00,2014-07-17,CONSTRUCTION,"('2012-02-17', '2012-02-17', '2012-02-17', '2012-02-17', '2012-02-17', '2012-02-17', '2012-02-17', '2012-02-17', '2014-02-05', '2014-06-25', '2014-07-17')",957.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,2.0,2.0,-122.408939,37.742418,RH-2,RH-2,2.621917808219178,POINT (-122.408939 37.742418),1,Bernal Heights,Conventional Residential
3028,25500,2014-09-04,195 BREWSTER ST,5577009,2016-06-10,CONSTRUCTION,10/01/2016,2015-07-30,200609253191,2006-09-25,2006-09-25,2006-09-25,2016-06-10,CONSTRUCTION,"('2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2006-09-25', '2011-04-07', '2011-04-07', '2011-04-07', '2011-04-07', '2011-04-07', '2011-04-07', '2011-04-07', '2011-04-07', '2011-04-07', '2011-04-07', '2011-04-07', '2011-04-07', '2011-04-07', '2014-09-04', '2014-09-04', '2014-09-04', '2015-07-30', '2015-09-30', '2016-01-12', '2016-02-11', '2016-06-10', '2016-06-10')",3659.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2016,Under Construction,3.0,3.0,-122.40723194899999,37.743466710300005,RH-1,RH-1,10.024657534246575,POINT (-122.407231949 37.74346671030001),1,Bernal Heights,Conventional Residential
3254,15552,2013-08-21,56 PERALTA AV,5512029,2014-03-21,CONSTRUCTION,07/01/2014,2013-10-21,200912314052,2009-12-31,2009-12-31,2009-12-31,2014-03-21,CONSTRUCTION,"('2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2009-12-31', '2013-08-21', '2013-10-21', '2014-03-21', '2014-03-21')",1643.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2014,Under Construction,2.0,2.0,-122.4063771,37.7478222,RH-2,RH-2,4.501369863013698,POINT (-122.4063771 37.7478222),1,Bernal Heights,Conventional Residential
3339,509,,200 PUTNAM ST,5730001,2009-08-05,CONSTRUCTION,10/01/2009,2009-08-05,200008258930,2000-08-25,2009-08-05,2000-08-25,2009-08-05,CONSTRUCTION,"('2009-08-05',)",3324.0,"('CONSTRUCTION',)",3,2009,Under Construction,1.0,1.0,-122.411154,37.736812,RH-1,RH-1,9.106849315068493,POINT (-122.411154 37.736812),1,Bernal Heights,Conventional Residential
941,590,,139 LEESE ST,5745030,2009-08-11,CONSTRUCTION,10/01/2009,2009-08-11,200611067004,2006-11-06,2009-08-11,2006-11-06,2009-08-11,CONSTRUCTION,"('2009-08-11',)",1060.0,"('CONSTRUCTION',)",3,2009,Under Construction,1.0,1.0,-122.42281,37.735701,RH-2,RH-2,2.904109589041096,POINT (-122.42281 37.735701),1,Bernal Heights,Conventional Residential
1023,10900,2012-10-23,28 PRECITA AV,5518023,2012-11-15,CONSTRUCTION,01/01/2013,2012-11-15,201206203050,2012-06-20,2012-06-20,2012-06-20 00:00:00,2012-11-15,CONSTRUCTION,"('2012-06-20', '2012-10-23', '2012-11-15')",195.0,"('BP FILED', 'BP ISSUED', 'CONSTRUCTION')",4,2012,Under Construction,1.0,1.0,-122.418489,37.746472,RH-2,RH-2,0.5342465753424658,POINT (-122.418489 37.746472),1,Bernal Heights,Conventional Residential
386,3417,2009-09-28,317 CORTLAND AV,5667015,2010-04-19,CONSTRUCTION,10/01/2010,2009-12-09,200804180093,2006-01-12,2009-09-28,2006-01-12,2010-04-19,CONSTRUCTION,"('2009-09-28', '2009-12-09', '2010-04-19', '2010-04-19', '2010-04-19')",1723.0,"('BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2010,Under Construction,2.0,2.0,-122.418368,37.739369,NC-2,NC-2,4.720547945205479,POINT (-122.418368 37.739369),1,Bernal Heights,Standard Commercial
76,20708,,10 LUNDYS LN,5610029A,2011-12-02,CONSTRUCTION,10/01/2015,2011-12-02,201103303154.0,2011-03-30,2011-03-30,2011-03-30,2011-12-02,CONSTRUCTION,"('2011-03-30', '2011-03-30', '2011-03-30', '2011-12-02', '2011-12-02', '2011-12-02', '2011-12-02', '2011-12-02', '2011-12-02', '2011-12-02', '2011-12-02', '2011-12-02', '2011-12-02', '2011-12-02', '2011-12-02', '2011-12-02', '2011-12-02', '2011-12-02', '2011-12-02')",1646.0,"('BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2015,Under Construction,1.0,1.0,-122.41794602700001,37.745635452600006,RH-2,RH-2,4.50958904109589,POINT (-122.417946027 37.74563545260001),1,Bernal Heights,Conventional Residential
1783,16315,2008-12-11,133 ELSIE ST,5619057,2014-06-26,CONSTRUCTION,10/01/2014,2014-06-26,200603015694,2006-03-01,2008-12-11,2006-03-01,2014-06-26,CONSTRUCTION,"('2008-12-11', '2009-12-07', '2009-12-07', '2009-12-07', '2009-12-07', '2009-12-07', '2009-12-07', '2009-12-07', '2009-12-07', '2012-12-11', '2012-12-11', '2012-12-11', '2012-12-11', '2013-12-02', '2013-12-02', '2014-06-26', '2014-06-26')",3136.0,"('BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,1.0,1.0,-122.417814,37.742368,RH-1,RH-1,8.591780821917808,POINT (-122.417814 37.742368),1,Bernal Heights,Conventional Residential
284,21811,2010-09-08,790 ANDOVER ST,5825008,2015-03-19,CONSTRUCTION,01/01/2016,2013-08-01,200603025881.0,2006-03-02,2006-03-02,2006-03-02,2015-03-19,CONSTRUCTION,"('2006-03-02', '2006-03-02', '2006-03-02', '2006-03-02', '2010-09-08', '2010-09-08', '2010-09-08', '2010-09-08', '2010-09-08', '2010-09-08', '2010-09-08', '2010-09-08', '2010-09-08', '2010-09-08', '2013-03-27', '2013-03-27', '2013-08-01', '2013-08-01', '2014-01-30', '2014-01-30', '2014-01-30', '2015-03-19', '2015-03-19', '2015-03-19', '2015-03-19')",3592.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,2.0,2.0,-122.417203052,37.7332602144,RH-2,RH-2,9.841095890410958,POINT (-122.417203052 37.7332602144),1,Bernal Heights,Conventional Residential
