,Unnamed: 0,Unnamed: 0.1,BP_date,address_x,aff,affnet,apn,best_date,best_stat,comp_date,con_date,dbi_permit,dropped_out,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified,bp_duplicates,project_time_years,aff_address,address_y,Low Income Units,Placed in Service (PIS) Date ,iz_address,Total BMRs in this Building or Phase,Planning Approval Date,Completion Date,_merge,geometry,index_right,nhood,permit_time,bp_time,con_time,ptime_per_unit,bptime_per_unit,contime_per_unit,zone_class,year_start,first_year
381,381,0,2014-05-20,1150 SOUTH VAN NESS AV,0.0,0.0,3637010,2014-05-20,BP APPROVED,,,201307252822,True,2013-07-25,2013-07-25,2013-07-25,2014-05-20,BP APPROVED,"('2013-07-25', '2013-07-25', '2013-07-25', '2014-05-20', '2014-05-20', '2014-05-20', '2014-05-20', '2014-05-20', '2014-05-20', '2014-05-20', '2014-05-20', '2014-05-20', '2014-05-20')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED')",3,2016,Building Permit Approved,1.0,1.0,-122.416839935,37.754708478400005,RTO-M,RTO-M,False,,,,,,,,,,left_only,POINT (-122.416839935 37.7547084784),18,Mission,0.8191780821917808,,,0.8191780821917808,,,Mixed Residential,2013,2013
404,404,0,,1813 15TH ST,0.0,0.0,3556048,2016-12-28,BP FILED,,,201612286082,False,2016-12-28,2016-12-28,2016-12-28,2016-12-28,BP FILED,"('2016-12-28', '2016-12-28', '2016-12-28')",,"('BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.4246902466,37.7661781311,,,False,,,,,,,,,,left_only,POINT (-122.4246902466 37.7661781311),18,Mission,,,,,,,,2016,2016
406,406,0,,3252 19TH ST,0.0,0.0,3591025,2014-12-22,BP FILED,,,201412224267,True,2014-12-22,2014-12-22,2014-12-22,2014-12-22,BP FILED,"('2014-12-22', '2014-12-22', '2014-12-22', '2014-12-22', '2014-12-22', '2014-12-22', '2014-12-22', '2014-12-22')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,1.0,1.0,-122.416109335,37.760638734400004,UMU,UMU,False,,,,,,,,,,left_only,POINT (-122.416109335 37.76063873440001),18,Mission,,,,,,,Other,2014,2014
415,415,0,2013-08-20,230 11TH ST,,,3516005,2014-04-08,CONSTRUCTION,07/01/2014,2013-10-23,201206112314,False,2012-06-11,2012-06-11,2012-06-11 00:00:00,2014-04-08,CONSTRUCTION,"('2012-06-11', '2012-06-11', '2012-06-11', '2012-06-11', '2012-06-11', '2013-08-20', '2013-10-23', '2014-03-07', '2014-04-08')",750.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2014,Under Construction,5.0,5.0,-122.415292,37.772532,RED,RED,False,2.054794520547945,,,,,,,,,left_only,POINT (-122.415292 37.772532),18,Mission,1.1917808219178083,0.17534246575342466,0.6876712328767123,0.23835616438356166,0.03506849315068493,0.13753424657534247,Mixed Residential,2012,2012
423,423,0,2015-12-01,720 YORK ST,0.0,0.0,4080015,2015-12-01,BP APPROVED,,,201307303167,True,2013-07-30,2013-07-30,2013-07-30,2015-12-01,BP APPROVED,"('2013-07-30', '2013-07-30', '2013-07-30', '2013-07-30', '2013-07-30', '2013-07-30', '2013-07-30', '2013-07-30', '2013-07-30', '2015-12-01', '2015-12-01')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED')",1,2016,Building Permit Approved,1.0,1.0,-122.409203,37.759825851900004,UMU,UMU,False,,,,,,,,,,left_only,POINT (-122.409203 37.7598258519),18,Mission,2.33972602739726,,,2.33972602739726,,,Other,2013,2013
442,442,0,2015-01-12,1318 HAMPSHIRE ST,0.0,0.0,4275001A,2017-09-25,CONSTRUCTION,,2017-09-25,201407312605,False,2014-07-31,2014-07-31,2014-07-31,2017-09-25,CONSTRUCTION,"('2014-07-31', '2015-01-12', '2015-01-12', '2015-01-12', '2015-01-12', '2015-01-12', '2015-01-12', '2015-01-12', '2015-01-12', '2015-01-12', '2015-01-12', '2017-09-25')",,"('BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'CONSTRUCTION')",2,2017,Under Construction,1.0,1.0,-122.4073410034,37.750995636,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.4073410034 37.750995636),18,Mission,0.4520547945205479,2.7041095890410958,,0.4520547945205479,2.7041095890410958,,Conventional Residential,2014,2014
469,469,0,2012-12-12,1875 MISSION ST,6.0,,3548032,2014-07-17,CONSTRUCTION,10/01/2014,2013-05-13,201012237367,False,2004-07-20,2006-02-10,2004-07-20,2014-07-17,CONSTRUCTION,"('2006-02-10', '2006-02-10', '2006-02-10', '2006-02-10', '2006-02-10', '2010-12-23', '2010-12-23', '2010-12-23', '2010-12-23', '2010-12-23', '2010-12-23', '2010-12-23', '2010-12-23', '2012-12-12', '2012-12-12', '2013-05-13', '2013-07-15', '2013-12-19', '2014-03-28', '2014-03-28', '2014-07-17')",3725.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,39.0,39.0,-122.419446,37.767100899999996,Mission St NCT,Mission St NCT,False,10.205479452054792,,,,,1875 MISSION ST,6.0,05/09/2012,01/13/2015,both,POINT (-122.419446 37.7671009),18,Mission,8.402739726027397,0.41643835616438357,1.3863013698630138,0.21545486476993325,0.010677906568317528,0.03554618897084651,Nhb Commercial,2004,2004
470,470,0,2013-04-02,526 UTAH ST,0.0,0.0,4013007,2017-06-12,CONSTRUCTION,,2016-11-07,201205220992,False,2012-05-22,2012-05-22,2012-05-22 00:00:00,2017-06-12,CONSTRUCTION,"('2012-05-22', '2012-05-22', '2012-05-22', '2013-04-02', '2013-04-02', '2013-04-02', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2016-11-07', '2016-11-07', '2017-06-12')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,1.0,1.0,-122.40656280520001,37.7626800537,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.4065628052 37.7626800537),18,Mission,0.863013698630137,3.6027397260273974,,0.863013698630137,3.6027397260273974,,Conventional Residential,2012,2012
513,513,0,,2632 MISSION ST,0.0,0.0,3636005,2016-11-01,BP FILED,,,201611011665,False,2016-06-13,2016-08-24,2016-06-13,2016-11-01,BP FILED,"('2016-08-24', '2016-11-01', '2016-11-01', '2016-11-01')",,"('PL FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,16.0,16.0,-122.41905212399999,37.7548332214,,,False,,,,,,,,,,left_only,POINT (-122.419052124 37.7548332214),18,Mission,,,,,,,,2016,2016
522,522,0,2015-02-26,2495 HARRISON ST,0.0,0.0,4084018,2016-10-04,CONSTRUCTION,01/01/2017,2016-02-23,201405226523,False,2014-05-22,2014-05-22,2014-05-22,2016-10-04,CONSTRUCTION,"('2014-05-22', '2014-05-22', '2015-02-26', '2015-02-26', '2015-02-26', '2015-02-26', '2015-11-23', '2016-02-23', '2016-06-24', '2016-06-24', '2016-10-04')",955.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,1.0,1.0,-122.412054828,37.7575693108,RH-3,RH-3,False,2.616438356164384,,,,,,,,,left_only,POINT (-122.412054828 37.7575693108),18,Mission,0.7671232876712328,0.9917808219178083,0.8575342465753425,0.7671232876712328,0.9917808219178083,0.8575342465753425,Conventional Residential,2014,2014
534,534,0,,658-666 SHOTWELL ST,0.0,0.0,3611062,2013-10-10,PL APPROVED,,,,True,2010-02-18,2010-02-18,2010-02-18,2013-10-10,PL APPROVED,"('2010-02-18', '2010-02-18', '2010-02-18', '2010-02-18', '2010-02-18', '2010-02-18', '2010-02-18', '2010-02-18', '2010-02-18', '2010-02-18', '2010-02-18', '2010-02-18', '2010-02-18', '2010-02-18', '2010-02-18', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10', '2013-10-10')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",4,2015,Proposed,1.0,1.0,-122.416001057,37.7578281854,RH-3,RH-3,True,,,,,,,,,,left_only,POINT (-122.416001057 37.7578281854),18,Mission,,,,,,,Conventional Residential,2010,2010
538,538,0,2012-12-03,2923 HARRISON ST,,,4271034,2014-01-09,CONSTRUCTION,10/01/2014,2014-01-09,201203287050,False,2012-03-28,2012-03-28,2012-03-28 00:00:00,2014-01-09,CONSTRUCTION,"('2012-03-28', '2012-03-28', '2012-03-28', '2012-12-03', '2012-12-03', '2012-12-03', '2012-12-03', '2012-12-03', '2014-01-09', '2014-01-09', '2014-01-09')",917.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,1.0,1.0,-122.41139299999999,37.750656899999996,RH-2,RH-2,False,2.512328767123288,,,,,,,,,left_only,POINT (-122.411393 37.7506569),18,Mission,0.684931506849315,1.1013698630136985,0.726027397260274,0.684931506849315,1.1013698630136985,0.726027397260274,Conventional Residential,2012,2012
544,544,0,2016-09-02,1210 UTAH ST,0.0,0.0,4212002,2016-09-02,BP ISSUED,,,201608094585,False,2015-11-10,2015-11-10,2015-11-10,2016-09-02,BP ISSUED,"('2015-11-10', '2015-11-10', '2016-07-07', '2016-09-02', '2016-09-02', '2016-09-02', '2016-09-02')",,"('PL FILED', 'PL FILED', 'PL APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,2.0,2.0,-122.40572357180001,37.7539215088,,,False,,,,,,,,,,left_only,POINT (-122.4057235718 37.7539215088),18,Mission,0.8136986301369863,,,0.40684931506849314,,,,2015,2015
551,551,0,2016-08-25,2877 FOLSOM ST,0.0,0.0,6521025,2017-02-14,CONSTRUCTION,,2016-10-24,201412012693,False,2014-12-01,2014-12-01,2014-12-01,2017-02-14,CONSTRUCTION,"('2014-12-01', '2014-12-01', '2014-12-01', '2014-12-01', '2014-12-01', '2014-12-01', '2014-12-01', '2016-08-25', '2016-10-24', '2017-02-14', '2017-02-14')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,1.0,1.0,-122.41362762450001,37.7512969971,,,False,,,,,,,,,,left_only,POINT (-122.4136276245 37.7512969971),18,Mission,1.7342465753424658,0.1643835616438356,,1.7342465753424658,0.1643835616438356,,,2014,2014
553,553,0,,500 BARTLETT ST,0.0,0.0,6569018,2016-12-22,PL FILED,,,201602109261,False,2016-02-10,2016-02-10,2016-02-10,2016-12-22,PL FILED,"('2016-02-10', '2016-02-10', '2016-02-10', '2016-02-10', '2016-12-22', '2016-12-22')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,4.0,4.0,-122.4193878174,37.7487678528,,,False,,,,,,,,,,left_only,POINT (-122.4193878174 37.7487678528),18,Mission,,,,,,,,2016,2016
560,560,0,,1070 GUERRERO ST,,,3632040,2009-08-28,CONSTRUCTION,01/01/2010,2009-08-28,200701182012,False,2007-01-04,2009-08-28,2007-01-04,2009-08-28,CONSTRUCTION,"('2009-08-28', '2009-08-28')",1093.0,"('CONSTRUCTION', 'CONSTRUCTION')",4,2009,Under Construction,3.0,3.0,-122.42325100000001,37.754078,RM-1,RM-1,False,2.9945205479452053,,,,,,,,,left_only,POINT (-122.423251 37.754078),18,Mission,,,0.3452054794520548,,,0.11506849315068494,Industrial,2007,2007
568,568,0,2012-10-19,3120 23RD ST,,,3638018,2013-07-08,CONSTRUCTION,10/01/2013,2013-06-19,200908265600,False,2009-04-28,2009-04-28,2009-04-28,2013-07-08,CONSTRUCTION,"('2009-04-28', '2009-04-28', '2009-04-28', '2009-04-28', '2009-08-26', '2009-08-26', '2009-08-26', '2009-08-26', '2009-08-26', '2010-09-28', '2012-10-19', '2012-10-19', '2012-10-19', '2013-06-19', '2013-07-08')",1617.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,1.0,1.0,-122.414768,37.754244,RH-3,RH-3,False,4.4301369863013695,,,,,,,,,left_only,POINT (-122.414768 37.754244),18,Mission,3.4794520547945207,0.6657534246575343,0.28493150684931506,3.4794520547945207,0.6657534246575343,0.28493150684931506,Conventional Residential,2009,2009
573,573,0,2017-04-19,33 DEARBORN ST,0.0,0.0,3577053,2017-04-19,BP APPROVED,,,201507101133,False,2015-06-10,2015-07-10,2015-06-10,2017-04-19,BP APPROVED,"('2015-07-10', '2015-07-10', '2015-07-10', '2015-07-10', '2015-07-10', '2015-07-10', '2015-07-10', '2016-07-14', '2017-04-19')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL APPROVED', 'BP APPROVED')",2,2017,Building Permit Approved,3.0,3.0,-122.4227752686,37.7626991272,,,False,,,,,,,,,,left_only,POINT (-122.4227752686 37.7626991272),18,Mission,1.8602739726027397,,,0.6200913242009133,,,,2015,2015
575,575,0,,1798 BRYANT ST,0.0,0.0,3965010,2016-01-08,PL FILED,,,,False,2015-06-24,2016-01-08,2015-06-24,2016-01-08,PL FILED,"('2016-01-08', '2016-01-08', '2016-01-08', '2016-01-08', '2016-01-08')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,131.0,131.0,-122.4106521606,37.7645225525,,,True,,,,,,,,,,left_only,POINT (-122.4106521606 37.7645225525),18,Mission,,,,,,,,2015,2015
580,580,0,,1845 MARKET ST,,,3502043,2006-10-19,BP FILED,,,200610195508,True,2006-10-19,2006-10-19,2006-10-19,2006-10-19,BP FILED,"('2006-10-19', '2006-10-19')",,"('BP FILED', 'BP FILED')",4,2009,Proposed,2.0,-1.0,-122.424117,37.771071,NCT-3,NCT-3,False,,,,,,,,,,left_only,POINT (-122.424117 37.771071),18,Mission,,,,,,,Nhb Commercial,2006,2006
582,582,0,2016-02-24,657 CAPP ST,0.0,0.0,3615047,2017-05-22,CONSTRUCTION,,2017-05-22,201501085203,False,2015-01-08,2015-01-08,2015-01-08,2017-05-22,CONSTRUCTION,"('2015-01-08', '2015-01-08', '2015-01-08', '2015-01-08', '2016-02-24', '2016-02-24', '2016-02-24', '2016-02-24', '2016-02-24', '2017-05-22')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",2,2017,Under Construction,5.0,5.0,-122.41744995120001,37.7562484741,,,False,,,,,,,,,,left_only,POINT (-122.4174499512 37.7562484741),18,Mission,1.1287671232876713,1.2410958904109588,,0.22575342465753426,0.24821917808219177,,,2015,2015
587,587,0,,2435 - 2445 16TH ST,8.0,8.0,3965021,2016-07-13,PL APPROVED,,,201512316248,False,2014-08-01,2015-12-31,2014-08-01,2016-07-13,PL APPROVED,"('2015-12-31', '2015-12-31', '2015-12-31', '2015-12-31', '2015-12-31', '2015-12-31', '2016-07-13')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL APPROVED')",2,2017,Proposed,53.0,53.0,-122.41111755370001,37.7653198242,,,False,,,,,,,,,,left_only,POINT (-122.4111175537 37.7653198242),18,Mission,,,,,,,,2014,2014
600,600,0,2017-01-03,3040 24TH ST,0.0,0.0,3640079,2017-03-13,BP ISSUED,,,201312174396,False,2013-12-17,2013-12-17,2013-12-17,2017-03-13,BP ISSUED,"('2013-12-17', '2013-12-17', '2013-12-17', '2013-12-17', '2013-12-17', '2013-12-17', '2013-12-17', '2013-12-17', '2013-12-17', '2013-12-17', '2013-12-17', '2013-12-17', '2017-01-03', '2017-03-13', '2017-03-13')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,1.0,1.0,-122.41277313229999,37.7527656555,24th St-Mission,24th St-Mission,False,,,,,,,,,,left_only,POINT (-122.4127731323 37.7527656555),18,Mission,3.0493150684931507,,,3.0493150684931507,,,Other,2013,2013
605,605,0,2015-12-22,1330 HAMPSHIRE ST,0.0,0.0,4275003,2017-03-01,CONSTRUCTION,04/01/2017,2016-06-29,201504012491,False,2015-04-01,2015-04-01,2015-04-01,2017-03-01,CONSTRUCTION,"('2015-04-01', '2015-04-01', '2015-12-22', '2015-12-22', '2016-06-29', '2016-06-29', '2016-12-22', '2017-03-01')",731.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2017,Under Construction,1.0,1.0,-122.40737384100001,37.7508570874,RH-2,RH-2,False,2.0027397260273974,,,,,,,,,left_only,POINT (-122.407373841 37.7508570874),18,Mission,0.726027397260274,0.5205479452054794,0.7561643835616438,0.726027397260274,0.5205479452054794,0.7561643835616438,Conventional Residential,2015,2015
609,609,0,2012-07-19,1501 15TH ST,7.0,,3553054,2014-02-25,CONSTRUCTION,04/01/2014,2013-04-30,201111038205,False,2007-12-06,2007-12-28,2007-12-06,2014-02-25,CONSTRUCTION,"('2007-12-28', '2007-12-28', '2007-12-28', '2007-12-28', '2007-12-28', '2007-12-28', '2007-12-28', '2011-04-14', '2011-05-09', '2011-11-03', '2011-11-03', '2012-07-19', '2012-07-19', '2012-11-15', '2013-04-30', '2013-06-14', '2013-09-06', '2013-12-03', '2014-02-25')",2308.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL APPROVED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2014,Under Construction,40.0,40.0,-122.417978,37.766542,UMU,UMU,False,6.323287671232878,,,,,1501 15TH ST,7.0,11/14/2011,06/09/2014,both,POINT (-122.417978 37.766542),18,Mission,4.6219178082191785,0.7808219178082192,0.9205479452054794,0.11554794520547947,0.01952054794520548,0.023013698630136987,Other,2007,2007
619,619,0,,2621 HARRISON ST,0.0,0.0,4148027,2017-09-27,CONSTRUCTION,,2017-09-27,201404173443,False,2014-04-17,2014-04-17,2014-04-17,2017-09-27,CONSTRUCTION,"('2014-04-17', '2014-04-17', '2014-04-17', '2014-04-17', '2014-04-17', '2014-04-17', '2014-04-17', '2014-04-17', '2014-04-17', '2014-04-17', '2014-04-17', '2014-04-17', '2017-09-27')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION')",2,2017,Under Construction,2.0,2.0,-122.4118423462,37.7553787231,RH-3,RH-3,False,,,,,,,,,,left_only,POINT (-122.4118423462 37.7553787231),18,Mission,,,,,,,Conventional Residential,2014,2014
632,632,0,,1824 15TH ST,0.0,0.0,3545097,2017-08-24,CONSTRUCTION,,2016-12-13,201508214923,False,2015-08-21,2015-08-21,2015-08-21,2017-08-24,CONSTRUCTION,"('2015-08-21', '2015-08-21', '2015-08-21', '2015-08-21', '2015-08-21', '2016-12-13', '2017-01-23', '2017-08-24')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,1.0,1.0,-122.4248962402,37.7665939331,,,False,,,,,,,,,,left_only,POINT (-122.4248962402 37.7665939331),18,Mission,,,,,,,,2015,2015
648,648,0,,3352 21ST ST,,,3608018,2008-11-12,CONSTRUCTION,04/01/2010,2008-11-12,200608290833,False,2006-08-29,2008-11-12,2006-08-29,2008-11-12,CONSTRUCTION,"('2008-11-12', '2008-11-12', '2008-11-12')",1311.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2010,Under Construction,1.0,1.0,-122.422279,37.756981,RH-3,RH-3,False,3.591780821917808,,,,,,,,,left_only,POINT (-122.422279 37.756981),18,Mission,,,1.3835616438356164,,,1.3835616438356164,Conventional Residential,2006,2006
650,650,0,2008-06-04,179 SAN CARLOS ST,,,3589023,2012-02-29,CONSTRUCTION,04/01/2012,2011-09-14,200403310134,False,2004-03-31,2008-06-04,2004-03-31,2012-02-29,CONSTRUCTION,"('2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2008-06-04', '2011-09-14', '2012-01-10', '2012-02-29')",2923.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2012,Under Construction,3.0,3.0,-122.41980900000001,37.760621,RTO,RTO,False,8.008219178082191,,,,,,,,,left_only,POINT (-122.419809 37.760621),18,Mission,4.1808219178082195,3.2794520547945205,0.547945205479452,1.3936073059360732,1.093150684931507,0.182648401826484,Mixed Residential,2004,2004
659,659,0,2015-01-15,3527 18TH ST,0.0,0.0,3588001C,2017-04-27,CONSTRUCTION,,2016-12-06,201403271860,False,2011-05-19,2011-05-19,2011-05-19,2017-04-27,CONSTRUCTION,"('2011-05-19', '2011-05-19', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2012-02-03', '2015-01-15', '2015-01-15', '2015-01-15', '2016-12-06', '2017-03-02', '2017-04-27')",,"('PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,2.0,2.0,-122.4222412109,37.7614784241,RTO,RTO,False,,,,,,,,,,left_only,POINT (-122.4222412109 37.7614784241),18,Mission,3.663013698630137,1.893150684931507,,1.8315068493150686,0.9465753424657535,,Mixed Residential,2011,2011
660,660,0,,3400 CESAR CHAVEZ ST,9.0,,6569004,2009-12-11,CONSTRUCTION,01/01/2010,2009-09-24,200711017060,False,2007-11-01,2009-09-24,2007-11-01,2009-12-11,CONSTRUCTION,"('2009-09-24', '2009-12-11')",792.0,"('CONSTRUCTION', 'CONSTRUCTION')",4,2009,Under Construction,60.0,60.0,-122.418272,37.748252,NCT,NCT,False,2.1698630136986297,,,,,3400 CESAR CHAVEZ ST,9.0,04/19/2007,04/19/2010,both,POINT (-122.418272 37.748252),18,Mission,,,0.27123287671232876,,,0.00452054794520548,Nhb Commercial,2007,2007
661,661,0,2013-07-31,383 FAIR OAKS ST,0.0,0.0,6512016,2014-09-29,CONSTRUCTION,04/01/2015,2014-03-20,201211154328,False,2012-11-15,2013-07-31,2012-11-15,2014-09-29,CONSTRUCTION,"('2013-07-31', '2013-07-31', '2014-03-20', '2014-05-23', '2014-09-29', '2014-09-29', '2014-09-29')",867.0,"('BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2015,Under Construction,1.0,1.0,-122.423587993,37.7506766356,RH-3,RH-3,False,2.375342465753425,,,,,,,,,left_only,POINT (-122.423587993 37.7506766356),18,Mission,0.7068493150684931,0.6356164383561644,1.0328767123287672,0.7068493150684931,0.6356164383561644,1.0328767123287672,Conventional Residential,2012,2012
